时间,负荷值
5592,236.103
5593,237.691
5594,237.533
5595,210.544
5596,217.27
5597,205.084
5598,208.923
5599,242.441
5600,233.764
5601,232.457
5602,242.636
5603,236.883
5604,240.591
5605,220.528
5606,209.285
5607,239.706
5608,251.138
5609,257.13
5610,266.718
5611,252.926
5612,270.574
5613,236.398
5614,215.969
5615,203.088
5616,205.858
5617,222.352
5618,213.078
5619,204.537
5620,201.015
5621,225.148
5622,211.948
5623,247.532
5624,242.463
5625,238.403
5626,235.507
5627,245.826
5628,234.175
5629,209.647
5630,216.896
5631,232.557
5632,249.475
5633,253.142
5634,267.403
5635,268.739
5636,274.833
5637,270.677
5638,252.212
5639,239.666
5640,247.377
5641,251.707
5642,254.537
5643,243.861
5644,238.784
5645,236.741
5646,246.582
5647,268.204
5648,228.868
5649,203.493
5650,214.224
5651,204.39
5652,213.852
5653,205.225
5654,178.997
5655,209.419
5656,234.733
5657,237.377
5658,259.341
5659,264.647
5660,266.796
5661,254.801
5662,232.966
5663,228.052
5664,223.082
5665,226.68
5666,212.531
5667,205.682
5668,197.127
5669,195.258
5670,199.261
5671,234.269
5672,218.84
5673,198.767
5674,204.099
5675,187.205
5676,202.23
5677,190.395
5678,177.385
5679,193.86
5680,221.314
5681,235.708
5682,257.608
5683,251.177
5684,275.654
5685,273.862
5686,270.722
5687,235.876
5688,231.094
5689,246.23
5690,231.702
5691,215.01
5692,199.976
5693,199.96
5694,200.809
5695,243.467
5696,221.494
5697,210.176
5698,196.974
5699,203.237
5700,199.704
5701,181.411
5702,179.009
5703,194.184
5704,216.587
5705,231.169
5706,247.118
5707,265.293
5708,289.927
5709,268.617
5710,248.242
5711,218.691
5712,219.198
5713,221.604
5714,208.296
5715,204.359
5716,194.612
5717,191.991
5718,197.983
5719,238.259
5720,217.787
5721,198.702
5722,202.014
5723,216.05
5724,211.922
5725,198.047
5726,195.638
5727,218.329
5728,255.003
5729,267.796
5730,268.703
5731,255.662
5732,280.284
5733,260.11
5734,251.421
5735,228.002
5736,214.112
5737,231.196
5738,225.471
5739,214.29
5740,214.544
5741,209.674
5742,217.744
5743,242.428
5744,242.687
5745,241.405
5746,255.077
5747,252.866
5748,277.58
5749,268.574
5750,279.768
5751,290.303
5752,294.984
5753,303.269
5754,312.497
5755,316.573
5756,345.319
5757,328.798
5758,310.354
5759,284.718
5760,258.643
5761,268.884
5762,268.806
5763,248.184
5764,238.61
5765,233.546
5766,229.889
5767,264.807
5768,261.138
5769,259.345
5770,262.872
5771,265.493
5772,285.786
5773,270.934
5774,266.973
5775,283.165
5776,288.438
5777,301.494
5778,304.363
5779,293.718
5780,323.886
5781,297.949
5782,274.275
5783,256.681
5784,248.467
5785,250.781
5786,238.893
5787,225.536
5788,220.872
5789,213.274
5790,214.959
5791,266.981
5792,263.862
5793,256.023
5794,255.432
5795,251.638
5796,283.551
5797,271.072
5798,253.385
5799,268.467
5800,258.677
5801,260.089
5802,269.504
5803,272.731
5804,276.417
5805,262.109
5806,249.993
5807,231.431
5808,227.622
5809,240.466
5810,234.92
5811,216.798
5812,223.397
5813,216.582
5814,208.151
5815,228.484
5816,219.076
5817,215.429
5818,219.317
5819,248.383
5820,235.72
5821,204.951
5822,188.673
5823,201.503
5824,221.82
5825,250.457
5826,260.271
5827,252.525
5828,266.79
5829,253.949
5830,231.649
5831,217.891
5832,224.82
5833,228.611
5834,222.024
5835,207.66
5836,207.22
5837,202.258
5838,213.916
5839,239.845
5840,217.768
5841,209.45
5842,209.475
5843,200.025
5844,212.676
5845,184.707
5846,181.636
5847,208.143
5848,224.705
5849,237.729
5850,242.377
5851,236.872
5852,262.93
5853,245.022
5854,228.785
5855,210.272
5856,215.356
5857,242.784
5858,225.917
5859,226.695
5860,228.11
5861,227.999
5862,233.961
5863,269.028
5864,253.371
5865,230.401
5866,216.613
5867,230.89
5868,226.101
5869,231.687
5870,217.953
5871,222.167
5872,249.631
5873,246.331
5874,277.365
5875,267.99
5876,273.514
5877,252.629
5878,255.358
5879,245.673
5880,250.586
5881,262.78
5882,253.82
5883,244.492
5884,228.701
5885,192.172
5886,207.554
5887,240.659
5888,233.812
5889,230.211
5890,225.017
5891,212.692
5892,236.92
5893,226.895
5894,220.565
5895,249.655
5896,257.879
5897,269.293
5898,278.449
5899,246.71
5900,270.335
5901,257.832
5902,251.914
5903,241.251
5904,242.744
5905,259.891
5906,249.802
5907,245.9
5908,233.044
5909,239.011
5910,233.67
5911,255.987
5912,231.35
5913,215.467
5914,211.871
5915,215.85
5916,216.182
5917,196.087
5918,200.936
5919,228.095
5920,237.858
5921,237.136
5922,255.936
5923,255.204
5924,261.988
5925,238.833
5926,229.032
5927,210.925
5928,219.852
5929,225.67
5930,220.165
5931,212.321
5932,201.289
5933,198.84
5934,205.19
5935,252.946
5936,236.537
5937,211.522
5938,230.348
5939,224.965
5940,211.167
5941,203.759
5942,185.034
5943,222.514
5944,255.099
5945,259.645
5946,262.109
5947,262.436
5948,276.365
5949,254.785
5950,235.154
5951,216.595
5952,222.092
5953,245.934
5954,235.094
5955,229.288
5956,223.238
5957,220.002
5958,216.781
5959,276.127
5960,266.696
5961,263.746
5962,282.33
5963,271.742
5964,257.905
5965,225.078
5966,202.507
5967,209.352
5968,240.855
5969,263.18
5970,266.76
5971,258.516
5972,269.461
5973,244.534
5974,230.628
5975,224.175
5976,243.701
5977,234.08
5978,229.449
5979,226.385
5980,228.135
5981,228.637
5982,237.024
5983,287.706
5984,250.09
5985,226.415
5986,210.743
5987,212.221
5988,214.467
5989,202.32
5990,201.301
5991,226.008
5992,235.112
5993,238.068
5994,258.394
5995,261.388
5996,284.189
5997,243.458
5998,224.022
5999,218.622
6000,218.019
6001,229.21
6002,227.952
6003,216.65
6004,213.429
6005,210.634
6006,221.937
6007,257.794
6008,236.684
6009,234.264
6010,215.276
6011,211.265
6012,204.991
6013,189.26
6014,219.775
6015,227.816
6016,246.712
6017,250.775
6018,268.498
6019,290.225
6020,288.642
6021,254.184
6022,236.212
6023,219.976
6024,223.218
6025,236.567
6026,230.423
6027,221.555
6028,213.76
6029,210.231
6030,212.452
6031,253.849
6032,242.219
6033,225.445
6034,205.639
6035,194.028
6036,193.317
6037,175.332
6038,166.537
6039,201.058
6040,222.674
6041,239.533
6042,254.4
6043,268.626
6044,274.985
6045,249.202
6046,236.665
6047,220.487
6048,224.734
6049,234.105
6050,227.996
6051,220.93
6052,210.823
6053,209.52
6054,215.664
6055,276.855
6056,253.388
6057,231.934
6058,237.496
6059,242.129
6060,228.131
6061,207.106
6062,193.947
6063,219.69
6064,242.473
6065,265.165
6066,276.079
6067,272.098
6068,280.115
6069,252.23
6070,244.097
6071,235.521
6072,232.368
6073,247.808
6074,236.784
6075,234.003
6076,223.325
6077,221.675
6078,227.212
6079,273.769
6080,255.385
6081,233.848
6082,223.305
6083,226.616
6084,219.617
6085,195.153
6086,193.006
6087,230.4
6088,241.07
6089,253.127
6090,273.208
6091,268.573
6092,281.754
6093,255.658
6094,248.064
6095,230.21
6096,232.714
6097,248.852
6098,238.787
6099,233.817
6100,231.931
6101,226.961
6102,235.567
6103,285.139
6104,251.981
6105,243.146
6106,236.879
6107,234.084
6108,247.754
6109,220.87
6110,229.693
6111,251.621
6112,243.491
6113,262.698
6114,286.837
6115,282.48
6116,294.471
6117,252.654
6118,248.644
6119,228.601
6120,233.992
6121,252.451
6122,235.689
6123,229.832
6124,222.597
6125,223.259
6126,235.887
6127,277.58
6128,262.074
6129,238.4
6130,233.84
6131,230.549
6132,236.214
6133,211.203
6134,201.455
6135,232.689
6136,253.948
6137,279.503
6138,290.282
6139,286.061
6140,280.842
6141,252.375
6142,251.798
6143,230.892
6144,230.199
6145,240.693
6146,230.47
6147,220.248
6148,222.029
6149,217.428
6150,231.806
6151,271.001
6152,252.428
6153,257.888
6154,268.714
6155,268.622
6156,282.093
6157,247.895
6158,243.742
6159,271.485
6160,274.186
6161,277.982
6162,282.58
6163,273.382
6164,269.37
6165,243.821
6166,236.957
6167,224.468
6168,230.477
6169,242.902
6170,231.399
6171,227.621
6172,225.794
6173,222.69
6174,223.302
6175,253.104
6176,252.267
6177,249.514
6178,262.07
6179,264.885
6180,263.564
6181,229.083
6182,235.1
6183,269.743
6184,280.734
6185,268.255
6186,281.905
6187,272.181
6188,259.472
6189,241.224
6190,228.935
6191,214.327
6192,223.671
6193,234.984
6194,223.434
6195,222.464
6196,207.841
6197,202.325
6198,223.648
6199,231.81
6200,240.847
6201,241.04
6202,238.886
6203,245.827
6204,249.736
6205,193.797
6206,211.457
6207,233.136
6208,245.816
6209,248.833
6210,259.665
6211,261.97
6212,242.468
6213,227.286
6214,214.196
6215,202.675
6216,204.621
6217,229.557
6218,219.924
6219,216.554
6220,209.013
6221,211.334
6222,211.665
6223,246.274
6224,231.895
6225,206.935
6226,214.859
6227,206.272
6228,215.848
6229,188.785
6230,188.672
6231,220.36
6232,250.093
6233,248.733
6234,271.92
6235,280.944
6236,280.227
6237,260.371
6238,240.411
6239,227.228
6240,225.37
6241,244.956
6242,234.944
6243,231.757
6244,220.034
6245,219.021
6246,227.058
6247,271.531
6248,235.951
6249,225.132
6250,228.456
6251,217.418
6252,227.613
6253,221.911
6254,213.449
6255,243.672
6256,252.128
6257,268.332
6258,278.994
6259,273.106
6260,264.118
6261,253.624
6262,248.435
6263,216.489
6264,219.66
6265,234.256
6266,217.672
6267,214.938
6268,206.68
6269,197.1
6270,204.958
6271,233.608
6272,240.261
6273,252.431
6274,274.055
6275,260.039
6276,265.57
6277,236.599
6278,233.338
6279,250.643
6280,256.458
6281,263.71
6282,275.782
6283,273.254
6284,248.448
6285,228.662
6286,223.028
6287,207.831
6288,205.392
6289,212.548
6290,200.777
6291,194.092
6292,190.285
6293,194.881
6294,214.334
6295,238.072
6296,249.693
6297,236.136
6298,251.87
6299,249.721
6300,254.445
6301,230.299
6302,225.116
6303,240.827
6304,250.712
6305,264.776
6306,258.314
6307,264.748
6308,253.261
6309,242.344
6310,231.125
6311,211.202
6312,215.998
6313,236.774
6314,221.991
6315,208.108
6316,204.719
6317,211.357
6318,218.677
6319,254.146
6320,244.634
6321,231.105
6322,244.838
6323,228.548
6324,205.59
6325,186.305
6326,176.264
6327,215.745
6328,245.794
6329,249.62
6330,259.775
6331,265.563
6332,258.605
6333,243.675
6334,242.33
6335,228.518
6336,226.566
6337,243.681
6338,232.735
6339,228.032
6340,209.42
6341,209.695
6342,214.099
6343,254.06
6344,246.221
6345,228.209
6346,229.22
6347,207.775
6348,207.782
6349,187.099
6350,187.796
6351,220.166
6352,243.074
6353,248.89
6354,251.419
6355,253.472
6356,260.886
6357,233.946
6358,218.092
6359,218.853
6360,213.757
6361,235.736
6362,219.042
6363,220.532
6364,215.004
6365,203.633
6366,211.656
6367,232.118
6368,229.516
6369,208.923
6370,188.815
6371,175.816
6372,171.243
6373,164.475
6374,155.431
6375,180.371
6376,194.26
6377,212.032
6378,221.875
6379,241.455
6380,235.397
6381,219.566
6382,213.351
6383,201.171
6384,207.039
6385,208.388
6386,200.059
6387,193.085
6388,194.852
6389,192.801
6390,194.467
6391,205.323
6392,205.12
6393,172.189
6394,142.141
6395,126.207
6396,128.905
6397,128.874
6398,113.77
6399,119.714
6400,139.346
6401,157.78
6402,184.309
6403,207.716
6404,191.658
6405,189.728
6406,178.058
6407,159.771
6408,148.923
6409,152.106
6410,146.701
6411,145.491
6412,145.666
6413,139.47
6414,149.98
6415,190.543
6416,196.138
6417,186.915
6418,190.016
6419,196.542
6420,194.916
6421,185.437
6422,189.208
6423,225.877
6424,228.301
6425,241.25
6426,244.813
6427,250.228
6428,241.543
6429,227.809
6430,220.623
6431,197.886
6432,202.689
6433,210.207
6434,207.99
6435,199.546
6436,194.305
6437,187.635
6438,204.551
6439,248.727
6440,248.141
6441,219.059
6442,200.858
6443,193.611
6444,193.202
6445,174.601
6446,160.243
6447,199.777
6448,223.601
6449,237.165
6450,257.717
6451,265.939
6452,257.538
6453,237.31
6454,223.707
6455,206.331
6456,204.993
6457,222.178
6458,219.953
6459,213.498
6460,199.242
6461,204.342
6462,201.218
6463,254.407
6464,240.57
6465,214.594
6466,210.209
6467,201.683
6468,208.251
6469,180.819
6470,178.93
6471,211.976
6472,226.422
6473,247.046
6474,272.259
6475,266.861
6476,255.91
6477,234.128
6478,233.657
6479,230.292
6480,244.49
6481,266.01
6482,262.386
6483,246.413
6484,250.769
6485,229.152
6486,253.232
6487,291.998
6488,277.427
6489,259.782
6490,262.741
6491,230.956
6492,205.995
6493,196.235
6494,193.832
6495,240.783
6496,260.361
6497,264.189
6498,280.249
6499,277.895
6500,266.464
6501,254.915
6502,242.435
6503,225.946
6504,228.721
6505,227.075
6506,227.542
6507,219.033
6508,203.55
6509,208.852
6510,222.99
6511,263.449
6512,258.52
6513,236.438
6514,227.362
6515,222.826
6516,212.601
6517,188.886
6518,190.585
6519,227.917
6520,266.664
6521,275.568
6522,279.249
6523,281.224
6524,255.946
6525,255.483
6526,238.104
6527,226.151
6528,224.969
6529,234.676
6530,232.786
6531,228.621
6532,225.592
6533,226.318
6534,225.239
6535,258.532
6536,252.508
6537,232.73
6538,224.935
6539,239.247
6540,241.651
6541,209.12
6542,204.648
6543,217.515
6544,266.182
6545,275.884
6546,284.563
6547,270.891
6548,265.467
6549,250.709
6550,242.774
6551,234.335
6552,228.123
6553,236.222
6554,241.584
6555,239.35
6556,235.651
6557,222.798
6558,233.451
6559,258.463
6560,245.479
6561,198.546
6562,185.951
6563,201.849
6564,197.503
6565,172.83
6566,157.686
6567,177.943
6568,185.582
6569,201.055
6570,237.783
6571,254.03
6572,225.657
6573,216.001
6574,196.603
6575,182.987
6576,175.536
6577,189.966
6578,188.296
6579,188.295
6580,184.732
6581,181.707
6582,181.418
6583,207.159
6584,225.56
6585,201.164
6586,181.522
6587,172.154
6588,175.4
6589,159.281
6590,159.701
6591,184.059
6592,211.539
6593,223.988
6594,237.691
6595,252.996
6596,227.549
6597,212.775
6598,209.47
6599,196.185
6600,186.255
6601,198.52
6602,195.864
6603,185.384
6604,180.812
6605,179.784
6606,182.757
6607,216.44
6608,224.928
6609,207.146
6610,190.013
6611,182.199
6612,181.141
6613,157.573
6614,157.66
6615,186.037
6616,209.071
6617,231.681
6618,252.214
6619,270.806
6620,247.619
6621,224.029
6622,218.824
6623,205.691
6624,204.604
6625,216.646
6626,211.836
6627,201.118
6628,200.772
6629,204.353
6630,208.569
6631,229.805
6632,238.876
6633,221.148
6634,211.668
6635,201.282
6636,203.205
6637,186.685
6638,175.014
6639,202.39
6640,232.786
6641,246.982
6642,263.617
6643,277.422
6644,251.192
6645,231.445
6646,226.676
6647,212.456
6648,211.845
6649,222.353
6650,217.693
6651,218.174
6652,212.829
6653,211.094
6654,219.685
6655,258.725
6656,253.223
6657,228.849
6658,222.874
6659,212.631
6660,208.758
6661,184.235
6662,196.769
6663,224.506
6664,240.255
6665,265.297
6666,274.72
6667,291.023
6668,264.957
6669,232.976
6670,218.359
6671,208.843
6672,205.014
6673,229.446
6674,224.267
6675,219.578
6676,220.981
6677,236.932
6678,244.166
6679,261.76
6680,283.232
6681,266.084
6682,250.931
6683,239.804
6684,240.609
6685,223.434
6686,243.257
6687,269.98
6688,259.005
6689,274.419
6690,265.935
6691,278.315
6692,237.992
6693,226.785
6694,216.678
6695,209.831
6696,201.974
6697,226.588
6698,210.314
6699,201.608
6700,210.252
6701,194.298
6702,209.702
6703,237.741
6704,250.736
6705,239.73
6706,226.291
6707,223.111
6708,223.353
6709,201.951
6710,201.626
6711,225.324
6712,242.887
6713,250.27
6714,253.44
6715,268.75
6716,242.494
6717,232.431
6718,216.592
6719,203.129
6720,202.218
6721,238.401
6722,220.181
6723,220.307
6724,212.006
6725,211.338
6726,220.533
6727,269.964
6728,243.747
6729,230.716
6730,222.842
6731,224.27
6732,209.038
6733,182.213
6734,188.128
6735,230.206
6736,251.504
6737,252.96
6738,251.303
6739,280.504
6740,247.257
6741,238.097
6742,232.629
6743,237.41
6744,239.17
6745,252.348
6746,252.977
6747,244.796
6748,209.231
6749,201.102
6750,204.348
6751,226.315
6752,239.053
6753,242.957
6754,236.826
6755,232.631
6756,201.779
6757,166.86
6758,169.941
6759,222.382
6760,216.252
6761,219.304
6762,221.116
6763,229.438
6764,205.051
6765,196.285
6766,181.819
6767,175.104
6768,184.669
6769,204.05
6770,195.529
6771,184.269
6772,183.042
6773,189.328
6774,185.163
6775,225.327
6776,205.774
6777,187.531
6778,175.931
6779,172.108
6780,176.182
6781,155.08
6782,147.644
6783,172.419
6784,186.058
6785,202.076
6786,233.838
6787,264.692
6788,225.438
6789,229.877
6790,219.592
6791,202.872
6792,208.56
6793,229.331
6794,223.751
6795,217.967
6796,213.06
6797,212.901
6798,223.792
6799,257.904
6800,234.17
6801,211.612
6802,193.232
6803,193.745
6804,176.907
6805,165.139
6806,150.829
6807,190.346
6808,196.325
6809,209.929
6810,238.366
6811,263.827
6812,234.107
6813,229.693
6814,216.991
6815,201.081
6816,201.756
6817,223.213
6818,219.291
6819,208.167
6820,210.491
6821,206.836
6822,215.123
6823,256.33
6824,229.139
6825,220.43
6826,202.392
6827,184.714
6828,188.84
6829,163.88
6830,160.335
6831,195.906
6832,211.359
